timestamp,segment,track_id,entry,exit,movement_id
24252.538,11,29632,W,E,2
24397.275,11,29888,S,W,3
24406.895,11,29353,S,N,8
24408.754,11,29351,S,N,8
24413.333,11,29897,S,W,3
24417.358,11,29437,S,N,8
24421.797,11,29621,S,N,8
24426.938,11,29492,S,N,8
24431.8,11,29903,S,N,8
24438.005,11,29905,S,N,8
24446.42,11,29921,S,N,8
24456.291,11,29929,S,N,8
24470.975,11,29968,S,N,8
24484.041,11,29963,S,N,8
24498.918,11,29996,S,N,8
24501.552,11,30023,S,N,8
24506.285,11,29600,N,S,4
24510.795,11,30022,S,N,8
24515.994,11,29610,N,S,4
24524.029,11,30060,S,N,8
24525.687,11,29763,N,S,4
24526.846,11,29628,N,S,4
24533.167,11,30078,S,N,8
24541.026,11,29681,N,S,4
24541.535,11,30082,S,N,8
24555.883,11,30090,S,N,8
24558.471,11,30028,N,S,4
24566.772,11,30114,S,N,8
24865.571,11,30663,W,E,2
24895.433,11,30696,E,W,6
24917.051,11,30700,E,W,6
24936.319,11,30603,E,N,9
24956.065,11,29932,E,W,6
24966.853,11,29959,E,W,6
24978.02,11,30003,E,W,6
